InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537282,71270,PINK CRYSTAL GUITAR PHONE CHARM,12,2019-08-28 11:16:00,1.16,,France
536412,22423,REGENCY CAKESTAND 3 TIER,11,2019-01-18 14:17:00,13.52,15162.0,switzerland
536722,22960,JAM MAKING SET WITH JARS,19,05-15-2019,4.64,15150.0,Switzerland
536901,21755,LOVE BUILDING BLOCK WORD,6,30/08/2019 02:26,6.19,16068.0,United Kingdom
537537,22752,SET 7 BABUSHKA NESTING BOXES,9,03-15-2019,7.41,,Australia
537460,84879,ASSORTED COLOUR BIRD ORNAMENT,9,16/10/2019 14:55,1.69,15917.0,Spain
536884,71053,WHITE METAL LANTERN,17,06/07/2019 14:01,3.15,12616.0,  EIRE  
537661,71053,WHITE METAL LANTERN,9,01-15-2019,3.12,17434.0,EIRE
536062,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,2019-11-12 16:23:00,1.24,14326.0,france
536562,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,15,06-25-2019,2.76,17352.0,United Kingdom
536375,22752,  SET 7 BABUSHKA NESTING BOXES  ,1,10-09-2019,7.58,17023.0,Spain
537120,71053,  WHITE METAL LANTERN  ,17,19/02/2019 09:55,3.09,15660.0,Belgium
536714,22423,REGENCY CAKESTAND 3 TIER,16,2019-06-11 22:49:00,12.5,13564.0,  Netherlands  
536486,22423,REGENCY CAKESTAND 3 TIER,17,2019-11-19 11:21:00,12.78,12794.0,Germany
537466,22423,REGENCY CAKESTAND 3 TIER,11,2019-04-29 04:15:00,12.08,13218.0,Germany
537210,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,6,07-29-2019,1.62,15477.0,Portugal
537646,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2019-12-15 09:55:00,2.76,13402.0,Belgium
537328,71053,WHITE METAL LANTERN,18,19/11/2019 17:35,3.44,13961.0,Germany
537370,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,20/04/2019 18:23,2.44,15180.0,Switzerland
537165,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,16,2019-02-08 17:24:00,1.6,14316.0,  United Kingdom  
537617,71053,white metal lantern,11,2019-10-03 19:46:00,3.63,17267.0,Germany
536240,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-03-12 03:31:00,3.93,17595.0,Australia
537614,22752,SET 7 BABUSHKA NESTING BOXES,15,15/06/2019 10:27,7.93,16829.0,Spain
536205,71053,WHITE METAL LANTERN,5,2019-11-25 19:51:00,3.55,14603.0,Netherlands
536833,21755,LOVE BUILDING BLOCK WORD,6,2019-05-14 09:29:00,5.54,13682.0,Australia
536467,71270,PINK CRYSTAL GUITAR PHONE CHARM,9,08-09-2019,1.3,15033.0,Switzerland
537288,22752,SET 7 BABUSHKA NESTING BOXES,13,03/10/2019 18:37,7.74,13682.0,United Kingdom
536576,22423,  REGENCY CAKESTAND 3 TIER  ,7,02-02-2019,13.14,16519.0,Netherlands
537126,71270,PINK CRYSTAL GUITAR PHONE CHARM,12,01-09-2019,1.33,15593.0,  France  
536683,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,06/11/2019 06:13,4.66,16516.0,  Netherlands  
537183,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-12-20 20:58:00,1.35,15076.0,switzerland
537600,22960,JAM MAKING SET WITH JARS,15,2019-07-24 07:13:00,4.98,14126.0,  Belgium  
536018,84879,,3,2019-07-27 22:15:00,1.56,12826.0,EIRE
536106,84879,ASSORTED COLOUR BIRD ORNAMENT,8,21/06/2019 03:04,1.72,16234.0,EIRE
536266,71270,PINK CRYSTAL GUITAR PHONE CHARM,15,10-24-2019,1.36,,Belgium
537128,71053,  WHITE METAL LANTERN  ,15,03-26-2019,3.66,17608.0,  Australia  
537396,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,21/06/2019 14:30,4.4,13779.0,spain
537281,84879,ASSORTED COLOUR BIRD ORNAMENT,18,10/11/2019 17:43,1.63,14038.0,EIRE
537340,22423,REGENCY CAKESTAND 3 TIER,4,10/05/2019 16:42,13.26,12582.0,  Portugal  
537342,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,17,31/08/2019 20:11,1.35,13350.0,Netherlands
537650,21755,  LOVE BUILDING BLOCK WORD  ,2,17/08/2019 03:42,6.19,15635.0,Belgium
536217,22752,SET 7 BABUSHKA NESTING BOXES,1,18/06/2019 14:44,7.11,17121.0,France
537366,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-11-08 13:06:00,2.8,14317.0,Netherlands
536678,21755,  LOVE BUILDING BLOCK WORD  ,12,03/12/2019 06:08,6.05,18182.0,France
536960,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,2019-11-03 01:49:00,1.32,13714.0,Switzerland
537403,22423,REGENCY CAKESTAND 3 TIER,16,2019-09-02 06:06:00,11.89,14677.0,Germany
537629,22752,  SET 7 BABUSHKA NESTING BOXES  ,1,2019-05-04 19:18:00,8.25,,United Kingdom
536070,22423,REGENCY CAKESTAND 3 TIER,1,11/05/2019 12:29,13.5,14888.0,Spain
536387,22752,set 7 babushka nesting boxes,3,2019-08-31 10:00:00,7.08,17048.0,Portugal
536676,84406B,CREAM CUPID HEARTS COAT HANGER,12,03-28-2019,2.66,14338.0,Switzerland
536445,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,7,2019-08-13 20:50:00,1.54,16556.0,Netherlands
536715,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,2019-01-09 12:35:00,1.28,,united kingdom
537374,71270,pink crystal guitar phone charm,11,07/06/2019 02:37,1.29,14556.0,France
536577,71270,PINK CRYSTAL GUITAR PHONE CHARM,7,2019-05-05 06:15:00,1.17,15412.0,Australia
537318,22752,  SET 7 BABUSHKA NESTING BOXES  ,10,2019-09-11 00:36:00,7.53,17095.0,Switzerland
537336,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2019-10-05 04:34:00,2.55,12533.0,France
536754,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,12/03/2019 00:47,1.37,14959.0,Portugal
537046,22423,REGENCY CAKESTAND 3 TIER,12,21/06/2019 22:28,12.76,17873.0,Spain
537279,84406B,cream cupid hearts coat hanger,9,2019-01-19 03:52:00,2.63,16598.0,Netherlands
536473,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-11-12 04:09:00,1.65,16785.0,  Netherlands  
536985,22423,REGENCY CAKESTAND 3 TIER,5,2019-01-17 03:02:00,11.7,17947.0,France
537455,22423,REGENCY CAKESTAND 3 TIER,16,20/12/2019 22:56,12.11,14842.0,France
536864,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,18/04/2019 17:25,1.19,17638.0,Switzerland
536964,71053,WHITE METAL LANTERN,9,2019-03-22 19:58:00,3.45,13533.0,Australia
537652,22423,  REGENCY CAKESTAND 3 TIER  ,13,06-13-2019,12.25,14866.0,switzerland
537076,22423,REGENCY CAKESTAND 3 TIER,11,2019-07-07 04:18:00,13.83,13476.0,france
537037,71053,WHITE METAL LANTERN,10,2019-05-05 16:00:00,3.16,15178.0,Belgium
536544,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,17/04/2019 06:34,2.34,14865.0,Australia
536316,71053,  WHITE METAL LANTERN  ,1,2019-01-29 07:29:00,3.19,15355.0,Germany
536582,22423,  REGENCY CAKESTAND 3 TIER  ,7,2019-03-12 14:20:00,13.08,17109.0,United Kingdom
536693,22752,SET 7 BABUSHKA NESTING BOXES,17,11-08-2019,7.21,12420.0,  Netherlands  
536567,22960,JAM MAKING SET WITH JARS,9,2019-10-05 04:01:00,5.24,16105.0,France
536912,22960,JAM MAKING SET WITH JARS,7,01-01-2019,5.2,,australia
537228,22752,set 7 babushka nesting boxes,12,2019-11-07 18:33:00,7.66,14129.0,Netherlands
537404,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,5,2019-07-05 00:34:00,2.68,16960.0,Portugal
537483,84406B,  CREAM CUPID HEARTS COAT HANGER  ,18,05/12/2019 00:58,2.68,13089.0,Switzerland
536369,71053,WHITE METAL LANTERN,5,17/12/2019 07:23,3.07,17126.0,Australia
536208,71053,WHITE METAL LANTERN,1,10-10-2019,3.51,,Portugal
536124,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-09-19 01:26:00,7.61,17105.0,Portugal
537188,22752,  SET 7 BABUSHKA NESTING BOXES  ,14,2019-12-24 19:58:00,7.83,,Portugal
536792,71053,WHITE METAL LANTERN,5,20/06/2019 04:13,3.6,15472.0,Australia
536445,71053,WHITE METAL LANTERN,13,2019-06-23 21:55:00,3.19,14810.0,Switzerland
536062,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,15,07-13-2019,1.34,13706.0,EIRE
536374,22423,regency cakestand 3 tier,10,2019-03-21 20:32:00,12.73,12884.0,Switzerland
536704,22423,regency cakestand 3 tier,3,03/07/2019 04:44,13.96,15329.0,united kingdom
536912,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-08-26 23:03:00,8.35,15982.0,Portugal
536073,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2019-05-13 09:27:00,2.49,16914.0,Germany
537067,22752,SET 7 BABUSHKA NESTING BOXES,1,16/11/2019 04:57,7.29,15563.0,EIRE
536101,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-08-07 21:28:00,4.01,16941.0,  Belgium  
537400,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2019-04-19 14:59:00,1.83,15831.0,United Kingdom
537610,84406B,CREAM CUPID HEARTS COAT HANGER,19,10/01/2019 21:54,2.48,13277.0,united kingdom
537083,22423,  REGENCY CAKESTAND 3 TIER  ,9,2019-07-02 14:02:00,12.95,13674.0,Spain
536579,84406B,  CREAM CUPID HEARTS COAT HANGER  ,6,21/02/2019 08:45,2.78,13787.0,Australia
536142,22960,jam making set with jars,17,2019-07-08 18:54:00,4.74,15914.0,EIRE
537095,84879,assorted colour bird ornament,8,2019-06-13 23:08:00,1.53,,Germany
537633,21755,love building block word,2,28/08/2019 22:51,6.03,15228.0,Australia
536446,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,12/10/2019 21:42,1.29,14102.0,Australia
537455,84406B,CREAM CUPID HEARTS COAT HANGER,15,17/12/2019 23:06,2.59,15284.0,France
536773,22960,  JAM MAKING SET WITH JARS  ,17,2019-05-28 07:31:00,4.5,18185.0,Australia
536432,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-09-29 14:36:00,7.76,13581.0,belgium
536930,71053,  WHITE METAL LANTERN  ,14,08-31-2019,3.59,14347.0,Switzerland
537039,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,13,04/10/2019 23:11,4.31,14486.0,Spain
536933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,06-29-2019,2.38,13798.0,United Kingdom
536390,21755,LOVE BUILDING BLOCK WORD,18,2019-05-05 18:14:00,5.41,14363.0,  Switzerland  
536239,85123A,white hanging heart t-light holder,1,2019-12-03 02:50:00,2.42,17578.0,France
536573,21755,LOVE BUILDING BLOCK WORD,18,20/11/2019 10:12,6.49,16526.0,france
536731,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,9,21/04/2019 20:47,1.32,,France
537145,21755,LOVE BUILDING BLOCK WORD,4,2019-11-21 14:53:00,6.04,15469.0,Netherlands
537436,84406B,  CREAM CUPID HEARTS COAT HANGER  ,5,03/06/2019 02:41,2.81,12844.0,  Belgium  
536061,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2019-10-11 01:27:00,1.65,17679.0,Belgium
537211,21755,LOVE BUILDING BLOCK WORD,16,12-02-2019,6.52,16571.0,  Portugal  
536784,84879,assorted colour bird ornament,8,2019-08-22 12:39:00,1.77,14919.0,Australia
536363,21755,LOVE BUILDING BLOCK WORD,5,2019-12-06 15:49:00,6.0,17644.0,Australia
536841,22752,SET 7 BABUSHKA NESTING BOXES,19,2019-06-04 22:28:00,8.06,17812.0,portugal
536216,22752,set 7 babushka nesting boxes,8,10/07/2019 10:57,7.91,16538.0,Switzerland
536919,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2019-03-02 13:16:00,4.21,14740.0,Portugal
537520,22960,JAM MAKING SET WITH JARS,4,2019-01-16 16:54:00,5.23,13114.0,Netherlands
537317,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,14,01/09/2019 19:48,1.79,12781.0,  United Kingdom  
537642,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2019-12-12 17:07:00,1.73,,Portugal
536720,71053,WHITE METAL LANTERN,6,2019-03-21 01:22:00,3.72,13482.0,EIRE
536338,22752,SET 7 BABUSHKA NESTING BOXES,19,10-02-2019,7.96,15013.0,netherlands
537469,22960,JAM MAKING SET WITH JARS,4,2019-05-14 23:01:00,4.6,12668.0,portugal
536775,22752,SET 7 BABUSHKA NESTING BOXES,1,07-19-2019,7.6,15687.0,Australia
536511,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,14,2019-04-11 07:54:00,4.05,17323.0,france
536909,21755,  LOVE BUILDING BLOCK WORD  ,16,07/04/2019 17:02,6.46,14738.0,Netherlands
537464,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-06-08 14:48:00,1.52,13816.0,Spain
536844,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,09-10-2019,4.4,18019.0,united kingdom
536255,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,30/11/2019 09:49,4.2,16215.0,Germany
536514,22423,REGENCY CAKESTAND 3 TIER,7,2019-08-30 23:32:00,13.26,,spain
536768,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,11-27-2019,4.53,,Switzerland
536748,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2019-09-21 17:12:00,2.76,14083.0,Belgium
536967,84406B,cream cupid hearts coat hanger,5,30/01/2019 20:34,2.9,15127.0,Germany
536806,71053,white metal lantern,12,18/06/2019 09:41,3.53,13043.0,spain
536286,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,6,2019-01-18 00:58:00,3.98,17584.0,EIRE
536303,71270,PINK CRYSTAL GUITAR PHONE CHARM,16,04-06-2019,1.18,15343.0,  Netherlands  
536520,71053,WHITE METAL LANTERN,4,2019-04-04 22:30:00,3.11,16097.0,australia
537664,71053,  WHITE METAL LANTERN  ,14,2019-12-19 17:02:00,3.27,12479.0,EIRE
537145,22423,REGENCY CAKESTAND 3 TIER,11,2019-07-04 15:07:00,0.0,17713.0,Switzerland
536076,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,2019-12-10 07:18:00,1.16,13667.0,Netherlands
536935,71053,  WHITE METAL LANTERN  ,2,02-08-2019,3.22,17299.0,Switzerland
536796,21755,LOVE BUILDING BLOCK WORD,7,03-04-2019,6.12,15220.0,Belgium
537543,84406B,CREAM CUPID HEARTS COAT HANGER,11,2019-04-30 03:13:00,2.7,14127.0,france
537144,21755,LOVE BUILDING BLOCK WORD,1,13/10/2019 14:46,6.43,14201.0,spain
536381,84879,ASSORTED COLOUR BIRD ORNAMENT,4,06-09-2019,1.64,17348.0,Germany
536625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,07-28-2019,2.67,14525.0,Spain
537645,21755,LOVE BUILDING BLOCK WORD,8,01/09/2019 02:54,6.31,16575.0,france
536309,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2019-10-23 22:25:00,4.51,15841.0,Spain
537606,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-03-23 13:00:00,1.66,13188.0,Netherlands
536264,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,19/04/2019 23:40,1.28,16258.0,  Belgium  
536398,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,12-03-2019,1.37,13651.0,netherlands
537569,71053,WHITE METAL LANTERN,13,10-27-2019,3.34,16181.0,Switzerland
536717,21755,LOVE BUILDING BLOCK WORD,13,2019-08-15 02:45:00,5.44,18023.0,Belgium
537322,22960,JAM MAKING SET WITH JARS,8,2019-05-11 05:34:00,5.36,15271.0,Australia
537441,71053,WHITE METAL LANTERN,6,13/01/2019 12:29,3.32,16073.0,Spain
536466,84406B,cream cupid hearts coat hanger,12,2019-11-30 13:40:00,2.48,13784.0,Belgium
536711,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2019-09-29 02:41:00,1.84,13201.0,France
536822,21755,LOVE BUILDING BLOCK WORD,2,30/07/2019 00:00,5.86,14188.0,Switzerland
536565,71270,pink crystal guitar phone charm,13,04/02/2019 10:52,1.25,16153.0,switzerland
537407,22752,set 7 babushka nesting boxes,11,2019-08-04 16:28:00,7.28,12421.0,portugal
536757,21730,glass star frosted t-light holder,3,2019-01-31 05:20:00,4.01,17235.0,netherlands
536381,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,11-01-2019,3.89,15853.0,United Kingdom
537037,71270,PINK CRYSTAL GUITAR PHONE CHARM,16,07/06/2019 06:41,1.24,14982.0,Portugal
536922,71053,WHITE METAL LANTERN,17,08-15-2019,3.27,14868.0,EIRE
537449,22960,JAM MAKING SET WITH JARS,1,2019-11-15 19:14:00,5.29,15182.0,Germany
537436,22960,  JAM MAKING SET WITH JARS  ,14,2019-07-05 07:26:00,4.97,12738.0,united kingdom
537153,84879,assorted colour bird ornament,3,01-18-2019,1.72,12346.0,Belgium
536468,22423,  REGENCY CAKESTAND 3 TIER  ,1,05/05/2019 17:38,13.02,16016.0,Switzerland
537357,22960,JAM MAKING SET WITH JARS,6,2019-07-23 10:18:00,5.1,16837.0,Spain
536908,22423,REGENCY CAKESTAND 3 TIER,4,2019-09-08 09:40:00,12.27,14528.0,Spain
536990,21755,LOVE BUILDING BLOCK WORD,6,04/10/2019 23:27,5.83,17151.0,  Germany  
536760,71053,white metal lantern,17,11/09/2019 06:10,3.7,14453.0,Belgium
536515,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2019-05-22 19:28:00,2.56,,Belgium
536213,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2019-02-12 17:55:00,1.75,13820.0,Netherlands
536615,71270,PINK CRYSTAL GUITAR PHONE CHARM,7,2019-08-18 22:40:00,1.22,13568.0,United Kingdom
537193,22423,REGENCY CAKESTAND 3 TIER,9,15/02/2019 07:32,13.1,14284.0,Germany
537509,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,04-10-2019,1.16,18135.0,Switzerland
536212,71053,WHITE METAL LANTERN,13,04-29-2019,3.7,15606.0,Belgium
537286,84879,ASSORTED COLOUR BIRD ORNAMENT,6,15/02/2019 16:48,1.84,,France
536403,84879,ASSORTED COLOUR BIRD ORNAMENT,2,26/10/2019 02:57,1.52,,Germany
536378,71053,white metal lantern,7,15/09/2019 23:31,3.24,13569.0,france
536823,71053,WHITE METAL LANTERN,16,2019-07-11 04:12:00,3.64,14006.0,EIRE
537256,22423,REGENCY CAKESTAND 3 TIER,4,23/02/2019 13:41,13.07,15176.0,Belgium
537047,22423,REGENCY CAKESTAND 3 TIER,12,19/09/2019 14:34,12.11,14936.0,Spain
536580,22960,JAM MAKING SET WITH JARS,2,2019-03-25 12:54:00,5.01,17408.0,Germany
536395,71270,pink crystal guitar phone charm,4,16/06/2019 18:41,1.18,14515.0,France
536709,21755,love building block word,10,2019-07-28 09:27:00,6.5,12403.0,netherlands
536057,22423,REGENCY CAKESTAND 3 TIER,13,14/06/2019 10:05,12.35,17618.0,Australia
537257,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-07-23 13:45:00,1.79,,australia
537346,22423,REGENCY CAKESTAND 3 TIER,8,08-06-2019,12.71,12780.0,Portugal
536313,71053,WHITE METAL LANTERN,19,28/05/2019 02:07,3.27,14209.0,france
536768,84879,ASSORTED COLOUR BIRD ORNAMENT,19,06/01/2019 18:49,1.86,16642.0,Germany
536730,22423,REGENCY CAKESTAND 3 TIER,12,10-25-2019,11.73,13251.0,Belgium
536853,22960,JAM MAKING SET WITH JARS,16,2019-07-08 08:37:00,4.63,16561.0,Spain
537412,84879,ASSORTED COLOUR BIRD ORNAMENT,19,06-03-2019,1.81,17163.0,  Germany  
537588,22960,JAM MAKING SET WITH JARS,11,09-14-2019,4.78,17623.0,EIRE
537044,21755,  LOVE BUILDING BLOCK WORD  ,13,2019-11-16 04:19:00,5.55,15737.0,netherlands
536638,21755,love building block word,9,11-27-2019,6.53,,Australia
537053,22960,  JAM MAKING SET WITH JARS  ,1,09-21-2019,5.23,12436.0,Spain
536226,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,5,01-11-2019,3.94,18058.0,  France  
536227,22752,  SET 7 BABUSHKA NESTING BOXES  ,4,2019-11-04 18:49:00,8.02,14174.0,Germany
537174,84406B,CREAM CUPID HEARTS COAT HANGER,16,2019-10-10 22:11:00,2.62,15403.0,Netherlands
536634,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2019-06-06 18:26:00,4.59,12699.0,switzerland
537236,21730,glass star frosted t-light holder,2,18/11/2019 08:02,4.18,13987.0,Belgium
537346,22960,  JAM MAKING SET WITH JARS  ,4,2019-06-10 14:58:00,4.7,17668.0,Germany
537543,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,06/07/2019 15:42,4.65,,eire
C536143,22960,JAM MAKING SET WITH JARS,-10,06-15-2019,4.51,17207.0,  Portugal  
536348,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-08-27 02:29:00,8.12,17780.0,Germany
536920,22423,REGENCY CAKESTAND 3 TIER,12,10-09-2019,13.53,16298.0,  Spain  
536718,21755,love building block word,11,2019-11-02 04:16:00,6.17,17525.0,Switzerland
536877,71053,WHITE METAL LANTERN,3,2019-02-18 16:41:00,3.4,17944.0,United Kingdom
536705,22960,JAM MAKING SET WITH JARS,10,2019-04-22 10:45:00,4.81,13707.0,  Portugal  
536796,71053,WHITE METAL LANTERN,12,2019-08-25 03:30:00,3.12,12754.0,United Kingdom
536881,22752,set 7 babushka nesting boxes,15,21/01/2019 06:16,7.53,16733.0,United Kingdom
537240,22752,SET 7 BABUSHKA NESTING BOXES,17,12-12-2019,7.58,15052.0,EIRE
536678,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,11,2019-06-09 18:28:00,3.86,14217.0,EIRE
536950,22423,REGENCY CAKESTAND 3 TIER,15,2019-10-04 03:57:00,12.94,14120.0,Germany
536834,84406B,cream cupid hearts coat hanger,4,2019-06-15 17:24:00,2.65,12810.0,netherlands
C537275,84406B,  CREAM CUPID HEARTS COAT HANGER  ,-5,2019-07-10 09:34:00,2.84,12714.0,  Portugal  
536311,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-12-17 19:05:00,2.87,17063.0,Spain
536255,71053,  WHITE METAL LANTERN  ,14,2019-04-26 00:23:00,3.36,15501.0,Australia
537037,71270,pink crystal guitar phone charm,14,18/09/2019 12:40,1.3,17897.0,  Portugal  
537105,71053,WHITE METAL LANTERN,7,10/11/2019 05:24,3.16,15510.0,EIRE
536917,21755,LOVE BUILDING BLOCK WORD,15,2019-06-06 19:22:00,5.5,15831.0,belgium
537043,22423,  REGENCY CAKESTAND 3 TIER  ,8,2019-07-04 22:31:00,12.88,16456.0,france
536392,84406B,cream cupid hearts coat hanger,12,06-10-2019,2.97,,Germany
537302,84406B,CREAM CUPID HEARTS COAT HANGER,1,2019-08-29 10:48:00,2.78,16960.0,belgium
536322,71053,white metal lantern,3,01/08/2019 23:58,3.13,16159.0,Spain
536929,84406B,cream cupid hearts coat hanger,3,08-26-2019,2.85,14385.0,germany
536559,71270,pink crystal guitar phone charm,12,25/02/2019 03:42,1.16,16021.0,portugal
537103,22960,  JAM MAKING SET WITH JARS  ,3,12-20-2019,4.76,12817.0,Germany
536382,22960,JAM MAKING SET WITH JARS,13,2019-01-27 12:08:00,5.22,14872.0,Australia
536451,22423,  REGENCY CAKESTAND 3 TIER  ,8,10-06-2019,12.72,,United Kingdom
536510,84406B,CREAM CUPID HEARTS COAT HANGER,2,18/02/2019 16:29,2.68,13395.0,EIRE
537010,22752,SET 7 BABUSHKA NESTING BOXES,19,2019-12-27 07:11:00,8.14,13224.0,  Belgium  
536166,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,20/10/2019 22:52,4.2,13839.0,  Belgium  
537622,71053,WHITE METAL LANTERN,13,10/06/2019 09:12,3.25,13407.0,Switzerland
537031,71053,WHITE METAL LANTERN,2,2019-04-21 18:43:00,3.64,15575.0,France
536135,71053,white metal lantern,4,06-08-2019,3.33,16748.0,portugal
537550,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-03-28 04:02:00,7.29,17110.0,belgium
536927,71053,  WHITE METAL LANTERN  ,2,2019-12-10 05:46:00,3.59,14059.0,france
536144,21730,glass star frosted t-light holder,15,2019-07-11 20:47:00,4.04,13672.0,Switzerland
536044,22752,  SET 7 BABUSHKA NESTING BOXES  ,15,10-09-2019,7.36,13201.0,Switzerland
C536883,84406B,  CREAM CUPID HEARTS COAT HANGER  ,-14,01/05/2019 20:59,2.89,14549.0,  Switzerland  
537070,22423,REGENCY CAKESTAND 3 TIER,11,2019-07-07 22:18:00,12.52,16700.0,France
537028,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,16,12-12-2019,1.23,15005.0,Germany
536372,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,13,2019-12-09 11:53:00,2.32,13011.0,belgium
536461,22752,SET 7 BABUSHKA NESTING BOXES,6,2019-06-25 08:51:00,7.81,16761.0,United Kingdom
536684,21755,love building block word,13,2019-03-26 05:41:00,6.08,12815.0,United Kingdom
536891,22752,SET 7 BABUSHKA NESTING BOXES,9,25/05/2019 21:04,7.81,13033.0,Portugal
536198,84879,ASSORTED COLOUR BIRD ORNAMENT,17,29/07/2019 03:12,1.72,15031.0,Belgium
537409,22423,  REGENCY CAKESTAND 3 TIER  ,9,30/03/2019 11:06,13.32,15614.0,EIRE
537393,84879,assorted colour bird ornament,11,2019-03-01 15:05:00,1.61,13212.0,EIRE
537015,71053,WHITE METAL LANTERN,3,06-27-2019,3.13,14064.0,Germany
536142,22960,  JAM MAKING SET WITH JARS  ,10,23/03/2019 02:15,5.43,15895.0,Spain
536474,84406B,CREAM CUPID HEARTS COAT HANGER,11,02/03/2019 17:59,2.95,12380.0,France
C536296,22423,REGENCY CAKESTAND 3 TIER,-10,2019-07-06 14:56:00,13.84,14889.0,Netherlands
537367,71053,WHITE METAL LANTERN,10,08-03-2019,3.25,12405.0,EIRE
536148,22423,regency cakestand 3 tier,14,2019-09-15 08:18:00,12.62,13343.0,Spain
536561,21755,love building block word,17,2019-06-18 02:21:00,6.3,15984.0,Australia
536556,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-06-30 14:15:00,1.35,12579.0,Portugal
536414,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2019-10-08 19:29:00,2.4,14140.0,Australia
537296,22752,SET 7 BABUSHKA NESTING BOXES,12,27/12/2019 16:20,7.88,14767.0,Netherlands
536221,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,30/11/2019 09:27,4.16,15705.0,France
536138,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,4,2019-06-08 18:47:00,2.62,13301.0,  France  
536043,22960,  JAM MAKING SET WITH JARS  ,3,2019-07-03 23:00:00,4.82,12801.0,Australia
537078,84406B,CREAM CUPID HEARTS COAT HANGER,10,2019-06-13 06:24:00,2.74,16935.0,Netherlands
536420,22423,regency cakestand 3 tier,4,2019-10-22 05:24:00,13.97,17651.0,Spain
536081,84879,ASSORTED COLOUR BIRD ORNAMENT,19,26/10/2019 17:47,1.8,,Spain
537475,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,16,05/07/2019 13:03,2.5,13168.0,France
